photo_log_row,context_id,context_source,photo_raw,photo_ids,photo_count,TU_col_D,Level_col_E
67,TUCABIN 6-LROW 5,TU_Level,EPAS2021 130-EPAS2021 131,EPAS2021 130; EPAS2021 131,2,CABIN 6,ROW 5
68,TUCABIN 2-LROW 3,TU_Level,EPAS2021 132-EPAS 133,EPAS2021 132,1,CABIN 2,ROW 3
69,TUCABIN 2-LROW 2,TU_Level,EPAS2021 134,EPAS2021 134,1,CABIN 2,ROW 2
70,TUCABIN 2-LROW 3,TU_Level,EPAS2021 135-EPAS2021 136,EPAS2021 135; EPAS2021 136,2,CABIN 2,ROW 3
71,TUCABIN 2-LROW 3,TU_Level,EPAS2021 137-EPAS2021 138,EPAS2021 137; EPAS2021 138,2,CABIN 2,ROW 3
72,TUCABIN 2-LROW 5,TU_Level,EPAS2021 139,EPAS2021 139,1,CABIN 2,ROW 5
73,TUCABIN 2-LROW 3,TU_Level,EPAS2021 140,EPAS2021 140,1,CABIN 2,ROW 3
74,TUCABIN 2-LROW 3,TU_Level,EPAS2021 141,EPAS2021 141,1,CABIN 2,ROW 3
75,TUCABIN 2-LROW 3,TU_Level,EPAS2021 142-EPAS2021 143,EPAS2021 142; EPAS2021 143,2,CABIN 2,ROW 3
76,TUCABIN 9-LROW 5,TU_Level,EPAS2021 144,EPAS2021 144,1,CABIN 9,ROW 5
77,TUCABIN 9-LROW 5,TU_Level,EPAS2021 145-EPAS2021 146,EPAS2021 145; EPAS2021 146,2,CABIN 9,ROW 5
78,TUCABIN 9-LROW 5,TU_Level,EPAS2021 147,EPAS2021 147,1,CABIN 9,ROW 5
79,TUCABIN 9-LROW 5,TU_Level,EPAS2021 148,EPAS2021 148,1,CABIN 9,ROW 5
80,TUCABIN 9-LROW 3,TU_Level,EPAS2021 149-EPAS2021 150,EPAS2021 149; EPAS2021 150,2,CABIN 9,ROW 3
81,TUB/W CABIN 3&4-LROW 4,TU_Level,EPAS2021 151-EPAS2021 152,EPAS2021 151; EPAS2021 152,2,B/W CABIN 3&4,ROW 4
82,TUB/W CABIN 3&4-LROW 4,TU_Level,EPAS2021 153-EPAS2021 154,EPAS2021 153; EPAS2021 154,2,B/W CABIN 3&4,ROW 4
83,TUB/W CABIN 1&2-LROW 4,TU_Level,EPAS2021 155-EPAS2021 156,EPAS2021 155; EPAS2021 156,2,B/W CABIN 1&2,ROW 4
84,TUCABIN 3-LROW 6,TU_Level,EPAS2021 157,EPAS2021 157,1,CABIN 3,ROW 6
85,TUCABIN 3-LROW 4,TU_Level,EPAS2021 158,EPAS2021 158,1,CABIN 3,ROW 4
86,TUCABIN 3-LROW 4,TU_Level,EPAS2021 159-EPAS2021 160,EPAS2021 159; EPAS2021 160,2,CABIN 3,ROW 4
87,TUCABIN 3-LROW 4,TU_Level,EPAS2021 161,EPAS2021 161,1,CABIN 3,ROW 4
88,TUCABIN 1-3-LROWS 1-5,TU_Level,EPAS2021 162-EPAS2021 163,EPAS2021 162; EPAS2021 163,2,CABIN 1-3,ROWS 1-5
89,TUCABIN 5-7-LROW 1&2,TU_Level,EPAS2021 164,EPAS2021 164,1,CABIN 5-7,ROW 1&2
90,TUCABIN 5-7-LROW 1&2,TU_Level,EPAS2021 165,EPAS2021 165,1,CABIN 5-7,ROW 1&2
91,TUB/W CABIN 6&7-LROW 6,TU_Level,EPAS2021 166,EPAS2021 166,1,B/W CABIN 6&7,ROW 6
92,TUCABIN 2-4-LROW 3,TU_Level,EPAS2021 167,EPAS2021 167,1,CABIN 2-4,ROW 3
93,TUCABIN 2-4-LROW 3,TU_Level,EPAS2021 168,EPAS2021 168,1,CABIN 2-4,ROW 3
94,TUCABIN 2-4-LROW 1,TU_Level,EPAS2021 169-EPAS2021 171,EPAS2021 169; EPAS2021 170; EPAS2021 171,3,CABIN 2-4,ROW 1
95,STP13,STP_from_TU_column,EPAS2021 170,EPAS2021 170,1,STP13,
96,STP13,STP_from_TU_column,EPAS2021 171,EPAS2021 171,1,STP13,
97,TUCABIN 13-Lunknown,TU_no_level,EPAS2021 172,EPAS2021 172,1,CABIN 13,
98,TUCABIN 13-Lunknown,TU_no_level,EPAS2021 173,EPAS2021 173,1,CABIN 13,
99,TUCABIN 15-Lunknown,TU_no_level,EPAS2021 174,EPAS2021 174,1,CABIN 15,
100,TUCABIN 15-Lunknown,TU_no_level,EPAS2021 175,EPAS2021 175,1,CABIN 15,
101,TUCABIN 15-Lunknown,TU_no_level,EPAS2021 176,EPAS2021 176,1,CABIN 15,
102,STP15,STP_from_TU_column,EPAS2021 177,EPAS2021 177,1,STP 15,
103,STP15,STP_from_TU_column,EPAS2021 178,EPAS2021 178,1,STP 15,
104,TUTU 9-LLVL 2,TU_Level,EPAS2021 179,EPAS2021 179,1,TU 9,LVL 2
105,TUTU 9-LLVL 2,TU_Level,EPAS2021 180,EPAS2021 180,1,TU 9,LVL 2
106,TUTU 9-LLVL 2,TU_Level,EPAS2021 181,EPAS2021 181,1,TU 9,LVL 2
107,TUTU 9-LLVL 2,TU_Level,EPAS2021 182,EPAS2021 182,1,TU 9,LVL 2
108,TUCABIN 4-Lunknown,TU_no_level,EPAS2021 183,EPAS2021 183,1,CABIN 4,
109,TUCABIN 4-Lunknown,TU_no_level,EPAS2021 184,EPAS2021 184,1,CABIN 4,
110,TUCABIN 4-Lunknown,TU_no_level,EPAS2021 185,EPAS2021 185,1,CABIN 4,
111,TUCABIN 4-Lunknown,TU_no_level,EPAS2021 186,EPAS2021 186,1,CABIN 4,
112,STP13,STP_from_TU_column,EPAS2021 187,EPAS2021 187,1,STP 13,
113,STP13,STP_from_TU_column,EPAS2021 188,EPAS2021 188,1,STP 13,
114,TUCABIN 6-LSF,TU_Level,EPAS2021 189,EPAS2021 189,1,CABIN 6,SF
115,TUCABIN 7-Lunknown,TU_no_level,EPAS2021 190,EPAS2021 190,1,CABIN 7,
116,TUCABIN 7-Lunknown,TU_no_level,EPAS2021 191,EPAS2021 191,1,CABIN 7,
117,TUCABIN 7-Lunknown,TU_no_level,EPAS2021 192,EPAS2021 192,1,CABIN 7,
118,TUCABIN 4-Lunknown,TU_no_level,EPAS2021 193,EPAS2021 193,1,CABIN 4,
119,TUCABIN 4-Lunknown,TU_no_level,EPAS2021 194,EPAS2021 194,1,CABIN 4,
120,TUCABIN 4-Lunknown,TU_no_level,EPAS2021 195,EPAS2021 195,1,CABIN 4,
121,TUCABIN 6-LSF,TU_Level,EPAS2021 196,EPAS2021 196,1,CABIN 6,SF
122,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 197,EPAS2021 197,1,,SF
123,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 198,EPAS2021 198,1,,SF
124,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 199,EPAS2021 199,1,,SF
125,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 200,EPAS2021 200,1,,SF
126,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 201,EPAS2021 201,1,,SF
127,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 202,EPAS2021 202,1,,SF
128,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 203,EPAS2021 203,1,,SF
129,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 204,EPAS2021 204,1,,SF
130,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 205,EPAS2021 205,1,,SF
131,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 206,EPAS2021 206,1,,SF
132,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 207,EPAS2021 207,1,,SF
133,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 208,EPAS2021 208,1,,SF
134,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 209,EPAS2021 209,1,,SF
135,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 210,EPAS2021 210,1,,SF
136,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 211,EPAS2021 211,1,,SF
137,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 212,EPAS2021 212,1,,SF
138,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 213,EPAS2021 213,1,,SF
139,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 214,EPAS2021 214,1,,SF
140,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 215,EPAS2021 215,1,,SF
141,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 216,EPAS2021 216,1,,SF
142,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 217,EPAS2021 217,1,,SF
143,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 218,EPAS2021 218,1,,SF
144,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 219,EPAS2021 219,1,,SF
145,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 220,EPAS2021 220,1,,SF
146,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 221,EPAS2021 221,1,,SF
147,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 222,EPAS2021 222,1,,SF
148,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 223,EPAS2021 223,1,,SF
149,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 224,EPAS2021 224,1,,SF
150,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 225,EPAS2021 225,1,,SF
151,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 226,EPAS2021 226,1,,SF
152,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 227,EPAS2021 227,1,,SF
153,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 228,EPAS2021 228,1,,SF
154,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 229,EPAS2021 229,1,,SF
155,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 230,EPAS2021 230,1,,SF
156,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 231,EPAS2021 231,1,,SF
157,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 232,EPAS2021 232,1,,SF
158,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 233,EPAS2021 233,1,,SF
159,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 234,EPAS2021 234,1,,SF
160,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 235,EPAS2021 235,1,,SF
161,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 236,EPAS2021 236,1,,SF
162,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 237,EPAS2021 237,1,,SF
163,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 238,EPAS2021 238,1,,SF
164,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 239,EPAS2021 239,1,,SF
165,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 240,EPAS2021 240,1,,SF
166,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 241,EPAS2021 241,1,,SF
167,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 242,EPAS2021 242,1,,SF
168,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 243,EPAS2021 243,1,,SF
169,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 244,EPAS2021 244,1,,SF
170,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 245,EPAS2021 245,1,,SF
171,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 246-247,EPAS2021 246; EPAS2021 247,2,,SF
172,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 248,EPAS2021 248,1,,SF
173,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 249,EPAS2021 249,1,,SF
174,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 250,EPAS2021 250,1,,SF
175,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 251,EPAS2021 251,1,,SF
176,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 252,EPAS2021 252,1,,SF
177,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 253-254,EPAS2021 253; EPAS2021 254,2,,SF
178,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 255,EPAS2021 255,1,,SF
179,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 256,EPAS2021 256,1,,SF
180,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 257,EPAS2021 257,1,,SF
181,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 258,EPAS2021 258,1,,SF
182,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 259,EPAS2021 259,1,,SF
183,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 260,EPAS2021 260,1,,SF
184,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 261,EPAS2021 261,1,,SF
185,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 262,EPAS2021 262,1,,SF
186,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 263,EPAS2021 263,1,,SF
187,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 264,EPAS2021 264,1,,SF
188,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 265,EPAS2021 265,1,,SF
189,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 266,EPAS2021 266,1,,SF
190,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 267,EPAS2021 267,1,,SF
191,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 268,EPAS2021 268,1,,SF
192,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 269,EPAS2021 269,1,,SF
193,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 270,EPAS2021 270,1,,SF
194,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 271,EPAS2021 271,1,,SF
195,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 272,EPAS2021 272,1,,SF
196,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 273,EPAS2021 273,1,,SF
197,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 274,EPAS2021 274,1,,SF
198,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 275,EPAS2021 275,1,,SF
199,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 276,EPAS2021 276,1,,SF
200,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 277,EPAS2021 277,1,,SF
201,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 278-279,EPAS2021 278; EPAS2021 279,2,,SF
202,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 280,EPAS2021 280,1,,SF
203,TU13-L1,TU_Level,EPAS2021 281,EPAS2021 281,1,13,1
204,TU13-L1,TU_Level,EPAS2021 282,EPAS2021 282,1,13,1
205,TU13-L1,TU_Level,EPAS2021 283,EPAS2021 283,1,13,1
206,TU13-L1,TU_Level,EPAS2021 284,EPAS2021 284,1,13,1
207,TU12-L1,TU_Level,EPAS2021 285,EPAS2021 285,1,12,1
208,TU3-L2,TU_Level,EPAS2021 286,EPAS2021 286,1,3,2
209,TUCabin 4-Lunknown,TU_no_level,EPAS2021 287-288,EPAS2021 287; EPAS2021 288,2,Cabin 4,
210,STP16,STP_from_TU_column,EPAS2021 289,EPAS2021 289,1,STP16,
211,STP16,STP_from_TU_column,EPAS2021 290-292,EPAS2021 290; EPAS2021 291; EPAS2021 292,3,STP16,
212,TUCabins 2+3-LROW3+4,TU_Level,EPAS2021 293,EPAS2021 293,1,Cabins 2+3,ROW3+4
213,TU7-L1,TU_Level,EPAS2021 294,EPAS2021 294,1,7,1
214,TU10-L2,TU_Level,EPAS2021 295,EPAS2021 295,1,10,2
215,TU10-L2,TU_Level,EPAS2021 296,EPAS2021 296,1,10,2
216,TUCabin 2-LROW5,TU_Level,EPAS2021 297,EPAS2021 297,1,Cabin 2,ROW5
217,TUCabin 2-LROW7,TU_Level,EPAS2021 298,EPAS2021 298,1,Cabin 2,ROW7
218,TUCabin4-Lunknown,TU_no_level,EPAS2021 299,EPAS2021 299,1,Cabin4,
219,TUCabin 5-Lunknown,TU_no_level,EPAS2021 300,EPAS2021 300,1,Cabin 5,
220,TUCabin 5-Lunknown,TU_no_level,EPAS2021 301,EPAS2021 301,1,Cabin 5,
221,TUCabin 5-Lunknown,TU_no_level,EPAS2021 302,EPAS2021 302,1,Cabin 5,
222,TUCabin 5-Lunknown,TU_no_level,EPAS2021 303,EPAS2021 303,1,Cabin 5,
223,TUCabin 5-Lunknown,TU_no_level,EPAS2021 304,EPAS2021 304,1,Cabin 5,
224,TUCabin 5-Lunknown,TU_no_level,EPAS2021 305,EPAS2021 305,1,Cabin 5,
225,TUCabin 2-LROW9,TU_Level,EPAS2021 306,EPAS2021 306,1,Cabin 2,ROW9
226,TUCabin 2-LROW9,TU_Level,EPAS2021 307,EPAS2021 307,1,Cabin 2,ROW9
227,STP13,STP_from_TU_column,EPAS2021 308,EPAS2021 308,1,STP13,
228,STP13,STP_from_TU_column,EPAS2021 309,EPAS2021 309,1,STP13,
229,STP13,STP_from_TU_column,EPAS2021 310,EPAS2021 310,1,STP13,
230,TUCabin2-5-LSF,TU_Level,EPAS2021 311,EPAS2021 311,1,Cabin2-5,SF
231,TUCabin 7-LSF,TU_Level,EPAS2021 312,EPAS2021 312,1,Cabin 7,SF
232,TUAG Field-LSF,TU_Level,EPAS2021 313,EPAS2021 313,1,AG Field,SF
233,TUAG Field-LSF,TU_Level,EPAS2021 314,EPAS2021 314,1,AG Field,SF
234,TUAG Field-LSF,TU_Level,EPAS2021 315,EPAS2021 315,1,AG Field,SF
235,TUAG Field-LSF,TU_Level,EPAS2021 316,EPAS2021 316,1,AG Field,SF
236,TUAG Field-LSF,TU_Level,EPAS2021 317,EPAS2021 317,1,AG Field,SF
237,TUField North of Turn Row-LSF,TU_Level,EPAS2021 318,EPAS2021 318,1,Field North of Turn Row,SF
238,TUAG Field-LSF,TU_Level,EPAS2021 319,EPAS2021 319,1,AG Field,SF
239,TUCabin4+5 (inbetween)-LSF,TU_Level,EPAS2021 320,EPAS2021 320,1,Cabin4+5 (inbetween),SF
240,TUCabin 4-LSF,TU_Level,EPAS2021 321,EPAS2021 321,1,Cabin 4,SF
241,TUCabin 7-LSF,TU_Level,EPAS2021 322,EPAS2021 322,1,Cabin 7,SF
242,TUCabin 2-LSF,TU_Level,EPAS2021 323,EPAS2021 323,1,Cabin 2,SF
243,TUCabin 2-4-LSF,TU_Level,EPAS2021 324,EPAS2021 324,1,Cabin 2-4,SF
244,TUCabin 2-4-LSF,TU_Level,EPAS2021 325,EPAS2021 325,1,Cabin 2-4,SF
245,TUCabin 2-LROW7,TU_Level,EPAS2021 326-327,EPAS2021 326; EPAS2021 327,2,Cabin 2,ROW7
246,TUCabin 4-Lunknown,TU_no_level,EPAS2021 328,EPAS2021 328,1,Cabin 4,
247,TUCabin 1 (westside)-Lunknown,TU_no_level,EPAS2021 329,EPAS2021 329,1,Cabin 1 (westside),
248,TUCabin 3-LROW5,TU_Level,EPAS2021 330,EPAS2021 330,1,Cabin 3,ROW5
249,TUCabin 3-LROW7,TU_Level,EPAS2021 331-333,EPAS2021 331; EPAS2021 332; EPAS2021 333,3,Cabin 3,ROW7
250,TUCabin 3-LROW9,TU_Level,EPAS2021 334,EPAS2021 334,1,Cabin 3,ROW9
251,TUCabin 4+5-LROW4,TU_Level,EPAS2021 335,EPAS2021 335,1,Cabin 4+5,ROW4
252,TUCabin 4+5-LROW4,TU_Level,EPAS2021 336,EPAS2021 336,1,Cabin 4+5,ROW4
253,TUCabin 4+5-LROW4,TU_Level,EPAS2021 337,EPAS2021 337,1,Cabin 4+5,ROW4
254,TUCabin 4+5-LROW1,TU_Level,EPAS2021 338,EPAS2021 338,1,Cabin 4+5,ROW1
255,TUCabin 4+5-LROW1,TU_Level,EPAS2021 339,EPAS2021 339,1,Cabin 4+5,ROW1
256,TUCabin 1-Lunknown,TU_no_level,EPAS2021 340,EPAS2021 340,1,Cabin 1,
257,TUCabin 3-LROW8,TU_Level,EPAS2021 341,EPAS2021 341,1,Cabin 3,ROW8
258,TUCabin 3-LROW8,TU_Level,EPAS2021 342,EPAS2021 342,1,Cabin 3,ROW8
259,TUCabin 3-LROW2,TU_Level,EPAS2021 343,EPAS2021 343,1,Cabin 3,ROW2
260,TUCabin 3-LROW2,TU_Level,EPAS2021 344,EPAS2021 344,1,Cabin 3,ROW2
261,TUCabin 3-LROW2,TU_Level,EPAS2021 345,EPAS2021 345,1,Cabin 3,ROW2
262,TUCabin 3-LROW4,TU_Level,EPAS2021 346-347,EPAS2021 346; EPAS2021 347,2,Cabin 3,ROW4
263,TUCabin 3-LROW6,TU_Level,EPAS2021 348,EPAS2021 348,1,Cabin 3,ROW6
264,TUfound behind cabin 2-Lunknown,TU_no_level,EPAS2021 349-350,EPAS2021 349; EPAS2021 350,2,found behind cabin 2,
265,TUSF-Lunknown,TU_no_level,EPAS2021 351,EPAS2021 351,1,SF,
266,TUSF-Lunknown,TU_no_level,EPAS2021 352,EPAS2021 352,1,SF,
267,TUSF-Lunknown,TU_no_level,EPAS2021 353,EPAS2021 353,1,SF,
268,TUSF-Lunknown,TU_no_level,EPAS2021 354,EPAS2021 354,1,SF,
269,TUSF-Lunknown,TU_no_level,EPAS2021 355,EPAS2021 355,1,SF,
270,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 356,EPAS2021 356,1,,
271,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 357,EPAS2021 357,1,,
272,surface_general_unmapped,general_surface_no_spatial_context,EPAS2021 358-359,EPAS2021 358; EPAS2021 359,2,,
273,TU3-L1,TU_Level,EPAS2021 360-361,EPAS2021 360; EPAS2021 361,2,3,1
274,TU1-L3,TU_Level,EPAS2021 362-363,EPAS2021 362; EPAS2021 363,2,1,3
275,STP12,STP_from_TU_column,EPAS2021 364-365,EPAS2021 364; EPAS2021 365,2,STP12,
276,STP12,STP_from_TU_column,EPAS2021 366-367,EPAS2021 366; EPAS2021 367,2,STP12,
277,STP12,STP_from_TU_column,EPAS2021 368-369,EPAS2021 368; EPAS2021 369,2,STP12,
278,STP12,STP_from_TU_column,EPAS2021 370-371,EPAS2021 370; EPAS2021 371,2,STP12,
279,TU1-L2,TU_Level,EPAS2021 372-373,EPAS2021 372; EPAS2021 373,2,1,2
280,TU1-L2,TU_Level,EPAS2021 374-375,EPAS2021 374; EPAS2021 375,2,1,2
281,TU1-L2,TU_Level,EPAS2021 376-377,EPAS2021 376; EPAS2021 377,2,1,2
282,TU1-L2,TU_Level,EPAS2021 378-379,EPAS2021 378; EPAS2021 379,2,1,2
283,TU1-L2,TU_Level,EPAS2021 380-381,EPAS2021 380; EPAS2021 381,2,1,2
284,TU1-L2,TU_Level,EPAS2021 382-383,EPAS2021 382; EPAS2021 383,2,1,2
285,TU1-L2,TU_Level,EPAS2021 384-385,EPAS2021 384; EPAS2021 385,2,1,2
286,TU1-L2,TU_Level,EPAS2021 386-387,EPAS2021 386; EPAS2021 387,2,1,2
287,TU1-L2,TU_Level,EPAS2021 388-389,EPAS2021 388; EPAS2021 389,2,1,2
288,TU1-L2,TU_Level,EPAS2021 390-391,EPAS2021 390; EPAS2021 391,2,1,2
289,STP10,STP_from_TU_column,EPAS2021 392-393,EPAS2021 392; EPAS2021 393,2,STP10,
290,STP10,STP_from_TU_column,EPAS2021 394-395,EPAS2021 394; EPAS2021 395,2,STP10,
291,STP4,STP_from_TU_column,EPAS2021 396-397,EPAS2021 396; EPAS2021 397,2,STP4,
292,TUC2R3-LSF,TU_Level,EPAS2021 398-399,EPAS2021 398; EPAS2021 399,2,C2R3,SF
293,TUC2R3-LSF,TU_Level,EPAS2021 400-401,EPAS2021 400; EPAS2021 401,2,C2R3,SF
294,TUC7R3-LSF,TU_Level,EPAS2021 402-403,EPAS2021 402; EPAS2021 403,2,C7R3,SF
295,TUC6R5-LSF,TU_Level,EPAS2021 404-405,EPAS2021 404; EPAS2021 405,2,C6R5,SF
296,TUC6R5-LSF,TU_Level,EPAS2021 406-407,EPAS2021 406; EPAS2021 407,2,C6R5,SF
297,TUC6R5-LSF,TU_Level,EPAS2021 408-409,EPAS2021 408; EPAS2021 409,2,C6R5,SF
298,TUC11R6-LSF,TU_Level,EPAS2021 410-411,EPAS2021 410; EPAS2021 411,2,C11R6,SF
299,TUC11R4-LSF,TU_Level,EPAS2021 412-413,EPAS2021 412; EPAS2021 413,2,C11R4,SF
300,TUC7R3-LSF,TU_Level,EPAS2021 414-415,EPAS2021 414; EPAS2021 415,2,C7R3,SF
301,TUC7R3-LSF,TU_Level,EPAS2021 416-417,EPAS2021 416; EPAS2021 417,2,C7R3,SF
302,TUC4R8-LSF,TU_Level,EPAS2021 418-419,EPAS2021 418; EPAS2021 419,2,C4R8,SF
303,TUC9R5-LSF,TU_Level,EPAS2021 420-421,EPAS2021 420; EPAS2021 421,2,C9R5,SF
304,TUC9R5-LSF,TU_Level,EPAS2021 422-423,EPAS2021 422; EPAS2021 423,2,C9R5,SF
305,TUC2R3-LSF,TU_Level,EPAS2021 424-425,EPAS2021 424; EPAS2021 425,2,C2R3,SF
306,TUC2R3-LSF,TU_Level,EPAS2021 426-427,EPAS2021 426; EPAS2021 427,2,C2R3,SF
307,STP5,STP_from_TU_column,EPAS2021 428-429,EPAS2021 428; EPAS2021 429,2,STP5,
308,TUC9R5-LSF,TU_Level,EPAS2021 430-431,EPAS2021 430; EPAS2021 431,2,C9R5,SF
309,TUC2R3-LSF,TU_Level,EPAS2021 432-433,EPAS2021 432; EPAS2021 433,2,C2R3,SF
310,TUCA1-6R5-LSF,TU_Level,EPAS2021 434-435,EPAS2021 434; EPAS2021 435,2,CA1-6R5,SF
311,TUCA1-6R5-LSF,TU_Level,EPAS2021 436-437,EPAS2021 436; EPAS2021 437,2,CA1-6R5,SF
312,TUCA1-6R5-LSF,TU_Level,EPAS2021 438-439,EPAS2021 438; EPAS2021 439,2,CA1-6R5,SF
313,TUCA1-6R5-LSF,TU_Level,EPAS2021 440-441,EPAS2021 440; EPAS2021 441,2,CA1-6R5,SF
314,TUCA1-6R5-LSF,TU_Level,EPAS2021 442-443,EPAS2021 442; EPAS2021 443,2,CA1-6R5,SF
315,TUCA1-6R5-LSF,TU_Level,EPAS2021 444-445,EPAS2021 444; EPAS2021 445,2,CA1-6R5,SF
316,TUCA1-6R5-LSF,TU_Level,EPAS2021 446-447,EPAS2021 446; EPAS2021 447,2,CA1-6R5,SF
317,TUCA1-6R5-LSF,TU_Level,EPAS2021 448-449,EPAS2021 448; EPAS2021 449,2,CA1-6R5,SF
318,TUCA6-7R6-LSF,TU_Level,EPAS2021 450-451,EPAS2021 450; EPAS2021 451,2,CA6-7R6,SF
319,TUCA4R8-LSF,TU_Level,EPAS2021 452-453,EPAS2021 452; EPAS2021 453,2,CA4R8,SF
320,TUCA5-7R1-2-LSF,TU_Level,EPAS2021 454-455,EPAS2021 454; EPAS2021 455,2,CA5-7R1-2,SF
321,TUCA5-7R1-2-LSF,TU_Level,EPAS2021 456-457,EPAS2021 456; EPAS2021 457,2,CA5-7R1-2,SF
322,TUCA5-7R1-2-LSF,TU_Level,EPAS2021 458-459,EPAS2021 458; EPAS2021 459,2,CA5-7R1-2,SF
323,TUCA5-7R1-2-LSF,TU_Level,EPAS2021 460-461,EPAS2021 460; EPAS2021 461,2,CA5-7R1-2,SF
324,TUC4R7-LSF,TU_Level,EPAS2021 462-463,EPAS2021 462; EPAS2021 463,2,C4R7,SF
325,TUC7R2-3-LSF,TU_Level,EPAS2021 464-465,EPAS2021 464; EPAS2021 465,2,C7R2-3,SF
326,TUC7R2-3-LSF,TU_Level,EPAS2021 466-467,EPAS2021 466; EPAS2021 467,2,C7R2-3,SF
327,TUC7R2-3-LSF,TU_Level,EPAS2021 468-469,EPAS2021 468; EPAS2021 469,2,C7R2-3,SF
